"id","name","slug","category_id","price","stock","description","images","badges","sku","is_active","created_at","updated_at"
"54","3 pcs tulips pink","tulips-bouquet-zij8k","2","1500.00","98","3 pcs tulips pink
gypso fillers
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020604/6122850414941114274_irwkk8.jpg""]","[]","SKU-2I6LZ89","true","2026-02-27 09:11:09.146259","2026-02-27 09:11:09.146259"
"55","TULIPS & ROSES BOUQUET","tulips-bouquet-d7mkd","2","2500.00","100","6 PINK TULIPS
1 DOZEN PINK ROSES
GYPSO FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020604/6122850414941114276_xhlh0e.jpg""]","[]","SKU-AXJ9N25","true","2026-02-27 09:12:29.093031","2026-02-27 09:12:29.093031"
"56","2 DOZEN TULIPS PURPLE","tulips-bouquet-7pclt","2","5000.00","100","24 PCS TULIPS PURPLE
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020602/6122850414941114273_s8w5tp.jpg""]","[]","SKU-1P4QJ9K","true","2026-02-27 09:13:17.904404","2026-02-27 09:13:17.904404"
"57","2 DOZEN PINK TULIPS ","tulips-bouquet-5hfqk","2","5000.00","100","24 PCS PINK TULIPS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020599/6122850414941114278_qmvmnq.jpg""]","[]","SKU-64OM7UY","true","2026-02-27 09:14:23.865953","2026-02-27 09:14:23.865953"
"58","1 DOZEN PINK TULIPS","tulips-bouquet-f5n5y","2","3500.00","100","12 PCS PINK TULIPS
GYPSO FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020598/6122850414941114279_c57a9k.jpg""]","[]","SKU-ZYF01AO","true","2026-02-27 09:15:11.24976","2026-02-27 09:15:11.24976"
"59","TULIPS W/ CARNATION ","tulips-bouquet-carnation-u91d8","2","3899.00","100","10 pcs carnation
1 dozen pink tulips
gypso fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020596/6122850414941114280_ejtdct.jpg""]","[]","SKU-N875R0Y","true","2026-02-27 09:16:39.488826","2026-02-27 09:16:39.488826"
"60","2 DOZEN TULIPS PINK","tulips-bouquet-b9n7v","2","6000.00","99","24 PCS TULIPS PINK
MSTY PINK FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020595/6122850414941114281_hmu08i.jpg""]","[""Best Seller""]","SKU-957PUS1","true","2026-02-27 09:17:53.395865","2026-02-27 09:17:53.395865"
"61","MINI PINK TULIPS","tulips-bouquet-54523","2","1999.00","98","5 PCS PINK TULIPS
MSTY BLUE FILLERS
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020594/6122850414941114282_kh0kus.jpg""]","[""On Sale""]","SKU-VN9SB2E","true","2026-02-27 09:19:08.549636","2026-02-27 09:19:08.549636"
"62","PINK TULIPS","tulips-bouquet-x8txa","2","2500.00","100","6 PCS PINK TULIPS
GYPSO FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020588/6122850414941114285_hrev7i.jpg""]","[]","SKU-EAJCKX3","true","2026-02-27 09:20:15.966759","2026-02-27 09:20:15.966759"
"63","1 DOZEN PINK TULIPS","tulips-bouquet-ogqbs","2","3500.00","100","12 PCS PINK TULIPS
GYPSO FILLERS
EUCALYPTUS FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020586/6122850414941114287_tdh0w3.jpg""]","[]","SKU-PUUPXXQ","true","2026-02-27 09:21:40.316288","2026-02-27 09:21:40.316288"
"64","1 DOZEN PINK TULIPS","tulips-bouquet-0jjir","2","3500.00","100","12 PCS PINK TULIPS
GYPSO AND EUCALYPTUS FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020586/6122850414941114289_xzf5it.jpg""]","[]","SKU-NSGXLII","true","2026-02-27 09:23:02.30926","2026-02-27 09:23:02.30926"
"65","BLUE TULIPS","tulips-bouquet-yiqdn","2","4500.00","100","1 DOZEN BLUE TULIPS
GYPSO AND EUCALYPTUS FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020584/6122850414941114288_pqxy0t.jpg""]","[]","SKU-KQ4C51V","true","2026-02-27 09:24:24.232831","2026-02-27 09:24:24.232831"
"66","RED TULIPS","tulips-bouquet-tetxk","2","4898.99","100","24 PCS RED TULIPS
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020579/6122850414941114295_xmke5d.jpg""]","[""On Sale""]","SKU-U0YUHMH","true","2026-02-27 09:25:23.971037","2026-02-27 09:25:23.971037"
"67","YELLOW TULIPS","tulips-bouquet-wfslr","2","6000.00","100","24 PCS YELLOW TULIPS
CHAMOMILE FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020575/6122850414941114294_wubkl5.jpg""]","[]","SKU-E8FVXV5","true","2026-02-27 09:26:49.620611","2026-02-27 09:26:49.620611"
"68","PINK TULIPS","tulips-bouquet-ubtl1","2","5000.00","100","30 PCS LIGHT PINK TULIPS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020574/6122850414941114297_jhpwid.jpg""]","[]","SKU-BJ6NV3S","true","2026-02-27 09:27:28.579974","2026-02-27 09:27:28.579974"
"69","1 DOZEN PINK TULIPS","tulips-bouquet-9tel6","2","3500.00","98","12 PCS PINK TULIPS
MSTY PINK FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772020573/6122850414941114298_dtu8il.jpg""]","[]","SKU-XJJKPA9","true","2026-02-27 09:28:08.161412","2026-02-27 09:28:08.161412"
"70","Pink Carnation Bouquet","Carnation-bouquet-zczm3","4","999.00","100","10 PCS PINK CARNATION
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1771665759/6109156349804481805_a9agjb.jpg""]","[""On Sale""]","SKU-EBQOSYB","true","2026-02-27 09:29:29.716783","2026-02-27 09:29:29.716783"
"71","YELLOW CARNATION","Carnation-bouquet-3zm65","4","1200.00","100","10 PCS CARNATION YELLOW
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1771665758/6109156349804481799_rc3vzh.jpg""]","[]","SKU-JI1PZAN","true","2026-02-27 09:30:20.534404","2026-02-27 09:30:20.534404"
"72","Pink Carnation Bouquet","Carnation-bouquet-eqkoc","4","999.00","100","10 PCS PINK CARNATION
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1771665760/6246564345152211729_rdouob.jpg""]","[""On Sale""]","SKU-RFVMN07","true","2026-02-27 09:31:04.703715","2026-02-27 09:31:04.703715"
"73","Red Carnation Bouquet","Carnation-bouquet-fp5fz","4","999.00","100","10 PCS CARNATION RED
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772184764/6122850414941114240_j3oy7f.jpg""]","[]","SKU-PJB87AA","true","2026-02-27 09:33:25.239228","2026-02-27 09:33:25.239228"
"74","3 DOZEN ROSES BOUQUET","3DZ RED ROSE- BOUQUET-jcy7l","1","1899.00","100","36 PCS RED ROSES BOUQUET
MSTY BLUE FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772184997/6127488051907858045_uuslx2.jpg""]","[]","SKU-XO7288S","true","2026-02-27 09:38:21.528081","2026-02-27 09:38:21.528081"
"75","3DZ RED ROSE BOUQUET","Local Roses-bouquet-oczun","1","1899.00","100","36 PCS LOCAL ROSES
MSTY BLUE FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185001/6127488051907858043_mr8heq.jpg""]","[]","SKU-9C81KA2","true","2026-02-27 09:39:24.989756","2026-02-27 09:39:24.989756"
"76","3DZ PINK Roses","tulips-bouquet-ychab","1","1899.00","100","36 PCS PINK LOCAL ROSES
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185002/6127488051907858042_fabhnl.jpg""]","[""On Sale""]","SKU-YFPKO8A","true","2026-02-27 09:39:59.665048","2026-02-27 09:39:59.665048"
"77","3DZ PINK ROSES","Local Roses-bouquet-6054v","1","1899.00","100","36 PCS PINK LOCAL ROSES
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185034/6127488051907858038_mxc0jt.jpg""]","[]","SKU-LCPK49P","true","2026-02-27 09:40:56.77406","2026-02-27 09:40:56.77406"
"78","RED ROSES BOUQUET","Local Roses-bouquet-ldfvx","1","2000.00","1000","40 PCS RED ROSES
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185036/6256037449574321084_mgyurd.jpg""]","[""Best Seller""]","SKU-2MC03M4","true","2026-02-27 09:41:47.986792","2026-02-27 09:41:47.986792"
"79","RED ROSES BOUQUET","Local Roses-bouquet-dqm3c","1","2000.00","100","40 PCS RED ROSES BOUQUET
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185091/6127488051907858040_jjcqvr.jpg""]","[]","SKU-US4JO4H","true","2026-02-27 09:42:51.185602","2026-02-27 09:42:51.185602"
"80","RED ROSES BOUQUET","Local Roses-bouquet-ok2vb","1","2000.00","100","40 PCS RED ROSES BOUQUET","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185093/6127488051907858039_fx9egd.jpg""]","[]","SKU-92MMAUW","true","2026-02-27 09:44:09.742999","2026-02-27 09:44:09.742999"
"81","RED ROSES BOUQUET","Local Roses-bouquet-xymc5","1","1899.00","99","36 PCS RED LOCAL ROSES
MSTY BLUE FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185114/6256037449574321083_o0gkcs.jpg""]","[""On Sale""]","SKU-YZG84Q5","true","2026-02-27 09:44:55.132976","2026-02-27 09:44:55.132976"
"82","RED ROSES BOUQUET","Local Roses-bouquet-i2n0r","1","2500.00","98","40 PCS RED LOCAL ROSES
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185118/6127488051907858037_bfez8z.jpg""]","[]","SKU-5LJLVMJ","true","2026-02-27 09:45:46.749132","2026-02-27 09:45:46.749132"
"83","3DZ RED ROSE BOUQUET","Local Roses-bouquet-v5zjr","1","2500.00","100","40 pcs red local roses
gypso and aster fillers
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185748/6122850414941114232_zqkwgz.jpg""]","[""Best Seller""]","SKU-2XDO28O","true","2026-02-27 09:50:05.332485","2026-02-27 09:50:05.332485"
"84","MINI BOUQUET","MINI-BOUQUET-3omo3","1","749.00","100","8 PCS WHITE ROSES
MSTY BLUE FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772185844/6122850414941114243_uupa5f.jpg""]","[""On Sale""]","SKU-QD0M7S7","true","2026-02-27 09:54:35.497492","2026-02-27 09:54:35.497492"
"85","100 PCS RED ROSES ","Local Roses-bouquet-1y2dp","1","5000.00","100","100 PCS RED LOCAL ROSES
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772186153/6127488051907858062_tzio4y.jpg""]","[""Best Seller""]","SKU-UIWLADR","true","2026-02-27 09:56:46.616293","2026-02-27 09:56:46.616293"
"86","100 PCS RED ROSES ","Local Roses-bouquet-8eymd","1","5000.00","100","100 PCS RED LOCAL ROSES
GYPSO FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772186157/6127488051907858060_onzh7i.jpg""]","[""Best Seller""]","SKU-8DGB0E2","true","2026-02-27 09:57:29.181992","2026-02-27 09:57:29.181992"
"87","HEART SHAPE BOUQUET","Local Roses-bouquet-g7dqf","1","6500.00","100","100-150 PCS RED LOCAL ROSES
GYPSO FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772186160/6127488051907858058_umc6uw.jpg""]","[""Best Seller""]","SKU-Y4L43H1","true","2026-02-27 09:58:21.30614","2026-02-27 09:58:21.30614"
"88","RED ROSES BOUQUET","Local Roses-bouquet-quqv9","1","2500.00","100","40 PCS RED ROSES LOCAL
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772186160/6127488051907858055_f13efw.jpg""]","[""Best Seller""]","SKU-21CTVEG","true","2026-02-27 09:59:01.906753","2026-02-27 09:59:01.906753"
"89","200 PCS RED ROSES BOUQUET","Local Roses-bouquet-wfiaa","1","9999.00","100","200 PCS RED LOCAL RED ROSES
GYPSO FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772186161/6127488051907858057_pdqvrv.jpg""]","[""Best Seller""]","SKU-MU15DKN","true","2026-02-27 10:01:46.031355","2026-02-27 10:01:46.031355"
"90","1 DZ WHITE ROSE","Local Roses-bouquet-3jhbb","1","899.00","100","12 PCS WHITE ROSES
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772186737/6127488051907858103_v2becm.jpg""]","[""On Sale""]","SKU-PKJPXSE","true","2026-02-27 10:07:27.224072","2026-02-27 10:07:27.224072"
"91","2DZ WHITE AND PINK ROSE","Local Roses-bouquet-hjv45","1","1200.00","98","12 PCS PINK LOCAL ROSE
12 PCS WHITE LOCAL ROSE
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772186883/6127488051907858133_1_bjguhl.jpg""]","[""On Sale""]","SKU-K60RA5A","true","2026-02-27 10:09:00.020398","2026-02-27 10:09:00.020398"
"92","1 dozen PINK Rose","Local Roses-bouquet-i3cue","1","899.00","99","12 PCS PINK ROSES
ASTER FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772186883/6127488051907858134_1_yklbwz.jpg""]","[""On Sale""]","SKU-XKJG5L1","true","2026-02-27 10:09:50.889655","2026-02-27 10:09:50.889655"
"93","10 pcs china roses pink","china roses-bouquet-zia5t","8","3500.00","99","10 pcs pink china roses
gypso fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187420/6127488051907858155_l1fagw.jpg""]","[]","SKU-3Y0YL9V","true","2026-02-27 10:22:13.736152","2026-02-27 10:22:13.736152"
"94","20 pcs china roses","china roses-bouquet-jyitl","8","5000.00","100","20 PCS PINK CHINA ROSES
EUCALYPTUS FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187438/6127488051907858153_tunpzd.jpg""]","[]","SKU-O6LDPXE","true","2026-02-27 10:27:29.964217","2026-02-27 10:27:29.964217"
"95","40PCS CHINA TWO TONE CHINA","china roses-bouquet-yv99y","8","7000.00","100","40 PCS TWO TONE CHINA ROSES
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187439/6127488051907858154_fen321.jpg""]","[]","SKU-QAT4OFF","true","2026-02-27 10:28:38.653712","2026-02-27 10:28:38.653712"
"96","20 PCS TWO TONE CHINA ROSES","china roses-bouquet-56sdr","8","4500.00","100","20 PCS TWO TONE CHINA ROSES
EUCALYPTUS FILLERS
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187441/6127488051907858152_omdfq7.jpg""]","[]","SKU-E5W4J0H","true","2026-02-27 10:29:55.579623","2026-02-27 10:29:55.579623"
"97","10 pcs china roses pink","china roses-bouquet-36pro","8","3500.00","99","10 PCS TWO TONE CHINA ROSES
EUCALYPTUS FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187443/6127488051907858151_yrnwtj.jpg""]","[]","SKU-01VH015","true","2026-02-27 10:31:09.023951","2026-02-27 10:31:09.023951"
"98","20 PCS TWO TONE CHINA ROSES","china roses-bouquet-3yg9d","8","4800.00","100","20 PCS CHINA ROSES TWO TONE
EUCALYPTUS FILLERS
WITH BURLAP","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187443/6127488051907858150_royh0b.jpg""]","[]","SKU-I48S2WT","true","2026-02-27 10:33:33.880691","2026-02-27 10:33:33.880691"
"99","RED AND PINK CHINA ROSE","china roses-bouquet-1luam","8","4699.00","96","10 PCS RED CHINA ROSE
10 PCS PINK CHINA ROSE
GYPSOPHILIA FILLERS","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187447/6127488051907858148_n6r3qa.jpg""]","[""Best Seller""]","SKU-IMSZ4JF","true","2026-02-27 10:36:16.53699","2026-02-27 10:36:16.53699"
"100","10 pcs China Red roses","china roses-bouquet-iitbr","8","4500.00","100","10 pcs china roses
eucalyptus and gypso fillers ","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187450/6127488051907858146_exy5rt.jpg""]","[]","SKU-8N3D5E9","true","2026-03-01 02:16:22.042951","2026-03-01 02:16:22.042951"
"101","40 pcs Two tone China Roses","china roses- bouquet-u93n2","8","7000.00","100","40 pcs two tone china roses","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187451/6127488051907858144_la3gzi.jpg""]","[]","SKU-PSDU4HW","true","2026-03-01 02:17:32.919593","2026-03-01 02:17:32.919593"
"102","50 pcs white china roses","china roses-bouquet-y9eix","8","8000.00","99","50 pcs china roses white
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187454/6127488051907858145_itpbux.jpg""]","[]","SKU-SYQXPOP","true","2026-03-01 02:18:54.071039","2026-03-01 02:18:54.071039"
"103","20pcs Red China","china roses-bouquet-j330u","8","4500.00","99","20 pcs Red china roses 
Misty blue fillers
","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187456/6127488051907858147_kx52gg.jpg""]","[""Best Seller""]","SKU-8BY77Z6","true","2026-03-01 02:20:03.360609","2026-03-01 02:20:03.360609"
"104","Purple Theme bouquet ","china roses-bouquet-1m0cm","8","7000.00","100","40 pcs china roses( purple,white, pink)
statis and eucalyptus fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187460/6127488051907858141_njau35.jpg""]","[""Best Seller""]","SKU-QLS7QLL","true","2026-03-01 02:34:55.229793","2026-03-01 02:34:55.229793"
"105","10 two tone pink","china roses- bouquet -019ps","8","3500.00","97","10 pcs two tone china pink
eucalyptus fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772187461/6127488051907858142_ewcqlc.jpg""]","[]","SKU-OF5CMD2","true","2026-03-01 02:42:17.962153","2026-03-01 02:42:17.962153"
"106","2 dozen White tulips","tulips- bouquet-acvhn","2","4999.00","100","24 pcs white tulips
gypso fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333726/IMG_1526_b2dt14.jpg""]","[""Best Seller""]","SKU-2SPFPKA","true","2026-03-01 02:57:05.159567","2026-03-01 02:57:05.159567"
"107","Carnation Roses","carnation roses- bouquet-r19iv","4","3500.00","100","10 pcs carnation pink
1 dozen pink roses
1 dozen white roses
misty blue fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333727/IMG_1525_osn5sz.jpg""]","[""Best Seller""]","SKU-61JSVBT","true","2026-03-01 02:59:05.622303","2026-03-01 02:59:05.622303"
"108","stargazer roses","stargazer- bouquet -cn39z","5","3500.00","100","1 stargazer
10 pcs pink carnation
1 dozen red roses","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333727/IMG_1529_kcwxq9.jpg""]","[]","SKU-0M2PDFU","true","2026-03-01 03:00:35.900752","2026-03-01 03:00:35.900752"
"109","Hydrangeas with roses","hydrangea- bouquet-pvbu7","10","3500.00","100","4 hydrangeas
1 dozen pink roses 
1 dozen white roses
Gypso fillers
Misty Blue fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333728/IMG_1528_h7tl64.jpg""]","[]","SKU-6NYXH8G","true","2026-03-01 03:03:26.214127","2026-03-01 03:03:26.214127"
"110","carnation gerbera","carnation gerbera-bouquet-ognqn","4","4500.00","100","10 pcs gerbera yellow
10 pcs white carnation
10 pcs yellow carnation 
eucalyptus ","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333728/IMG_1532_m4mvdg.jpg""]","[]","SKU-YTU1MH8","true","2026-03-01 03:06:01.463555","2026-03-01 03:06:01.463555"
"111","White roses bouquet ","roses- bouquet -h2vun","1","2500.00","100","40 pcs white roses 
Misty blue fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333728/IMG_1533_w8lluj.jpg""]","[""Best Seller""]","SKU-5VT484U","true","2026-03-01 03:08:20.076729","2026-03-01 03:08:20.076729"
"112","stargazer w/ carnation roses","stargazer- bouquet-wlfyo","5","3500.00","100","1 stargazer
10 pcs pink carnation
1 dozen pink roses","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333728/IMG_1536_quyhik.jpg""]","[""Best Seller""]","SKU-L59GNPV","true","2026-03-01 03:11:41.380167","2026-03-01 03:11:41.380167"
